revision,datetime,creator,display_name,status
/en-US/kb/keyboard-shortcuts-thunderbird/revision/149004,2017-10-24T22:14:28-07:00,/en-US/user/oeekker/,Onno Ekker,approved
/en-US/kb/keyboard-shortcuts-thunderbird/revision/140500,2017-06-15T00:43:28-07:00,/en-US/user/Tonnes/,Tonnes,approved
/en-US/kb/keyboard-shortcuts-thunderbird/revision/139386,2017-04-27T13:12:02-07:00,/en-US/user/wsmwk/,Wayne Mery,approved
/en-US/kb/keyboard-shortcuts-thunderbird/revision/136499,2016-12-19T08:06:52-08:00,/en-US/user/Chris_Ilias/,Chris Ilias,approved
/en-US/kb/keyboard-shortcuts-thunderbird/revision/135989,2016-12-02T00:45:58-08:00,/en-US/user/upwinxp/,Lan,approved
/en-US/kb/keyboard-shortcuts-thunderbird/revision/135386,2016-11-20T02:35:11-08:00,/en-US/user/ElhemEnohpi/,Elhem Enohpi,approved
/en-US/kb/keyboard-shortcuts-thunderbird/revision/135369,2016-11-19T23:42:22-08:00,/en-US/user/ElhemEnohpi/,Elhem Enohpi,unreviewed
/en-US/kb/keyboard-shortcuts-thunderbird/revision/118562,2016-02-27T06:16:05-08:00,/en-US/user/Tonnes/,Tonnes,approved
/en-US/kb/keyboard-shortcuts-thunderbird/revision/115674,2016-01-27T05:26:27-08:00,/en-US/user/wsmwk/,Wayne Mery,approved
/en-US/kb/keyboard-shortcuts-thunderbird/revision/111190,2015-12-08T01:58:18-08:00,/en-US/user/Tonnes/,Tonnes,approved
/en-US/kb/keyboard-shortcuts-thunderbird/revision/106010,2015-10-06T22:40:39-07:00,/en-US/user/FilipusKlutiero/,FilipusKlutiero,unreviewed
/en-US/kb/keyboard-shortcuts-thunderbird/revision/79245,2014-10-22T18:34:13-07:00,/en-US/user/user669794/,user669794,approved
/en-US/kb/keyboard-shortcuts-thunderbird/revision/60398,2014-04-09T01:47:29-07:00,/en-US/user/pollti/,pollti,approved
/en-US/kb/keyboard-shortcuts-thunderbird/revision/56497,2014-02-24T05:05:17-08:00,/en-US/user/ideato/,ideato,unreviewed
/en-US/kb/keyboard-shortcuts-thunderbird/revision/56201,2014-02-21T23:14:52-08:00,/en-US/user/Swarnava/,Swarnava Sengupta,approved
/en-US/kb/keyboard-shortcuts-thunderbird/revision/54326,2014-02-13T16:00:00-08:00,/en-US/user/tb_migration/,Thunderbird Migration,approved
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/272933,2023-12-20T23:07:15.926873-08:00,/en-US/user/markh2/,Mark Heijl,current
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/250993,2022-09-24T01:53:51-07:00,/en-US/user/wsmwk/,Wayne Mery,unreviewed
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/242550,2022-04-24T13:03:31-07:00,/en-US/user/wsmwk/,Wayne Mery,approved
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/236499,2022-01-16T07:24:07-08:00,/en-US/user/MattAuSupport/,Matt,approved
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/211928,2020-12-04T16:17:22-08:00,/en-US/user/atErik/,atErik,approved
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/171164,2018-11-18T18:43:17-08:00,/en-US/user/underpass/,Underpass,approved
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/171087,2018-11-17T09:55:57-08:00,/en-US/user/wsmwk/,Wayne Mery,approved
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/171069,2018-11-17T03:04:42-08:00,/en-US/user/Chris_Ilias/,Chris Ilias,unreviewed
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/169430,2018-10-28T13:06:19-07:00,/en-US/user/wsmwk/,Wayne Mery,unreviewed
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/141179,2017-07-11T03:29:43-07:00,/en-US/user/Tonnes/,Tonnes,approved
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/134130,2016-10-26T23:00:06-07:00,/en-US/user/TyDraniu/,TyDraniu,approved
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/113150,2015-12-30T07:17:08-08:00,/en-US/user/jscher2000/,jscher2000 - Support Volunteer,approved
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/107881,2015-10-31T01:10:11-07:00,/en-US/user/Tonnes/,Tonnes,approved
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/82955,2014-11-23T14:15:54-08:00,/en-US/user/rtanglao/,Roland Tanglao,approved
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/82806,2014-11-21T13:55:58-08:00,/en-US/user/rtanglao/,Roland Tanglao,unreviewed
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/82805,2014-11-21T13:49:37-08:00,/en-US/user/rtanglao/,Roland Tanglao,unreviewed
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/82800,2014-11-21T07:06:18-08:00,/en-US/user/rtanglao/,Roland Tanglao,unreviewed
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/82799,2014-11-21T06:46:33-08:00,/en-US/user/rtanglao/,Roland Tanglao,unreviewed
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/81879,2014-11-12T08:36:29-08:00,/en-US/user/duggabe/,duggabe,unreviewed
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/78908,2014-10-18T18:01:59-07:00,/en-US/user/upwinxp/,Lan,unreviewed
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/75740,2014-09-10T05:52:20-07:00,/en-US/user/jjuslin/,Jarmo,unreviewed
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/74602,2014-09-02T20:01:38-07:00,/en-US/user/Giulio.Tripi/,Giulio Tripi,approved
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/56205,2014-02-21T23:21:35-08:00,/en-US/user/Swarnava/,Swarnava Sengupta,approved
/en-US/kb/profiles-where-thunderbird-stores-user-data/revision/54332,2014-02-13T16:00:00-08:00,/en-US/user/tb_migration/,Thunderbird Migration,approved
